City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
233,Peleduy,59.6289,112.7406,-10.64,100,97,2.59,RU,2022-01-30 01:26:15,overcast clouds
234,Biaora,23.8667,76.9167,53.69,38,0,2.3,IN,2022-01-30 01:26:16,clear sky
235,Kita,13.0349,-9.4895,74.59,18,9,4.81,ML,2022-01-30 01:26:16,clear sky
236,Alice Springs,-23.7,133.8833,76.55,88,100,17.27,AU,2022-01-30 01:18:20,overcast clouds
237,Stornoway,58.2093,-6.3865,37.92,90,75,1.99,GB,2022-01-30 01:26:17,broken clouds
238,Karratha,-20.7377,116.8463,85.82,51,96,14.61,AU,2022-01-30 01:16:24,overcast clouds
239,Te Anau,-45.4167,167.7167,57.42,93,100,0.72,NZ,2022-01-30 01:14:51,light rain
240,Shenjiamen,29.9576,122.298,40.84,92,100,19.19,CN,2022-01-30 01:26:17,light rain
241,Katsuura,35.1333,140.3,49.19,57,92,16.69,JP,2022-01-30 01:26:18,overcast clouds
242,Nhulunbuy,-12.2333,136.7667,83.01,83,100,11.5,AU,2022-01-30 01:26:18,moderate rain
243,Payo,-3.7508,103.6372,75.87,93,99,0.22,ID,2022-01-30 01:18:51,light rain
244,Lake Wales,27.9014,-81.5859,42.94,54,0,4.61,US,2022-01-30 01:24:49,clear sky
245,Balkanabat,39.5108,54.3671,40.01,62,2,3.36,TM,2022-01-30 01:18:47,clear sky
246,Revda,56.801,59.9303,-13.99,98,100,1.52,RU,2022-01-30 01:26:19,overcast clouds
247,Upernavik,72.7868,-56.1549,-0.85,96,100,7.56,GL,2022-01-30 01:24:41,overcast clouds
248,Si Bun Ruang,16.9667,102.2833,77.59,43,7,1.99,TH,2022-01-30 01:26:19,clear sky
249,Mount Gambier,-37.8333,140.7667,69.71,73,100,8.05,AU,2022-01-30 01:24:41,overcast clouds
250,Bethel,41.3712,-73.414,18.3,56,100,3.0,US,2022-01-30 01:26:19,overcast clouds
251,Kangaatsiaq,68.3065,-53.4641,5.38,77,100,22.66,GL,2022-01-30 01:26:20,overcast clouds
252,Ostrovnoy,68.0531,39.5131,16.61,89,100,12.37,RU,2022-01-30 01:26:20,overcast clouds
253,Qeshm,26.9581,56.2719,58.89,64,0,7.09,IR,2022-01-30 01:26:20,clear sky
254,Yumen,40.2833,97.2,11.37,66,0,7.63,CN,2022-01-30 01:24:31,clear sky
255,Helong,42.5397,128.9972,16.07,56,1,8.34,CN,2022-01-30 01:26:21,clear sky
256,Havoysund,70.9963,24.6622,25.68,80,100,22.86,NO,2022-01-30 01:22:13,light snow
257,Esperance,-33.8667,121.9,82.24,49,2,9.01,AU,2022-01-30 01:26:21,clear sky
258,Caraquet,47.7941,-64.9386,15.35,92,100,29.35,CA,2022-01-30 01:26:22,snow
259,Poltavka,54.3663,71.7632,-4.74,94,100,7.14,RU,2022-01-30 01:26:22,overcast clouds
260,Siva,29.2041,25.5195,50.58,53,0,9.78,EG,2022-01-30 01:26:23,clear sky
261,Noyabrsk,63.1994,75.4507,0.41,95,100,8.97,RU,2022-01-30 01:17:36,overcast clouds
262,Petropavlovsk-Kamchatskiy,53.0452,158.6483,25.39,80,75,4.47,RU,2022-01-30 01:26:23,snow
263,Koboko,3.4136,30.9599,65.79,39,5,4.36,UG,2022-01-30 01:26:23,clear sky
264,Emerald,-23.5333,148.1667,88.34,41,0,7.96,AU,2022-01-30 01:18:18,clear sky
265,Ouegoa,-20.35,164.4333,86.63,66,86,11.56,NC,2022-01-30 01:26:24,overcast clouds
266,Adrar,20.5022,-10.0711,73.89,12,100,9.37,MR,2022-01-30 01:17:35,overcast clouds
267,Egvekinot,66.3167,-179.1667,-4.86,70,10,1.28,RU,2022-01-30 01:26:24,clear sky
268,Qaanaaq,77.484,-69.3632,3.94,90,100,11.12,GL,2022-01-30 01:26:24,overcast clouds
269,Mount Isa,-20.7333,139.5,82.17,78,75,13.8,AU,2022-01-30 01:18:52,broken clouds
270,Fenelon Falls,44.5334,-78.7496,2.43,96,8,6.31,CA,2022-01-30 01:26:25,clear sky
271,Aitape,-3.1374,142.3475,79.81,83,100,8.7,PG,2022-01-30 01:26:25,overcast clouds
272,Asau,46.4333,26.4,34.39,66,100,10.49,RO,2022-01-30 01:17:04,overcast clouds
273,Douglas,41.3,-96.167,45.46,40,0,3.44,US,2022-01-30 01:26:25,clear sky
274,Saint-Michel-Des-Saints,46.6834,-73.9159,-1.41,81,100,9.73,CA,2022-01-30 01:22:50,overcast clouds
275,Rio Grande,-32.035,-52.0986,70.95,65,25,13.0,BR,2022-01-30 01:17:15,scattered clouds
276,Saint George,37.1041,-113.5841,55.87,18,0,1.01,US,2022-01-30 01:24:29,clear sky
277,Andenes,69.3143,16.1194,28.38,54,100,19.57,NO,2022-01-30 01:16:30,overcast clouds
278,Valparaiso,-33.0393,-71.6273,67.48,73,0,5.75,CL,2022-01-30 01:26:26,clear sky
279,Tabuk,17.4189,121.4443,77.02,86,48,4.32,PH,2022-01-30 01:26:27,scattered clouds
280,Samara,53.0,50.0,14.14,96,100,6.42,RU,2022-01-30 01:23:07,snow
281,Khingansk,49.1167,131.1833,-12.05,90,13,4.21,RU,2022-01-30 01:26:27,few clouds
282,Baykit,61.67,96.37,-11.43,100,100,1.66,RU,2022-01-30 01:17:29,overcast clouds
283,Luderitz,-26.6481,15.1594,68.07,76,32,5.1,NA,2022-01-30 01:26:28,scattered clouds
284,Grand-Lahou,5.1367,-5.0242,78.6,91,10,3.6,CI,2022-01-30 01:26:28,clear sky
285,Kojnare,43.35,24.1333,24.91,80,37,5.46,BG,2022-01-30 01:26:28,scattered clouds
286,Manyana,-23.4,21.7167,69.55,78,61,13.73,BW,2022-01-30 01:26:28,broken clouds
287,Farafangana,-22.8167,47.8333,74.75,80,12,5.95,MG,2022-01-30 01:26:29,few clouds
288,Kalmunai,7.4167,81.8167,75.79,87,23,1.95,LK,2022-01-30 01:18:20,few clouds
289,Yuancheng,36.652,107.7896,21.2,77,90,9.73,CN,2022-01-30 01:26:29,overcast clouds
290,Nara,34.6851,135.8049,45.97,47,97,4.45,JP,2022-01-30 01:23:26,overcast clouds
291,Roseburg,43.2165,-123.3417,54.34,59,0,3.44,US,2022-01-30 01:26:30,clear sky
292,Hasaki,35.7333,140.8333,43.29,53,42,18.05,JP,2022-01-30 01:26:30,scattered clouds
293,Zhigansk,66.7697,123.3711,-33.25,100,96,3.53,RU,2022-01-30 01:15:00,overcast clouds
294,Ferrol,43.4832,-8.2369,50.27,78,99,6.15,ES,2022-01-30 01:22:42,overcast clouds
295,Bengkulu,-3.8004,102.2655,77.97,87,100,3.8,ID,2022-01-30 01:24:54,overcast clouds
296,Kruisfontein,-34.0033,24.7314,58.89,91,3,4.36,ZA,2022-01-30 01:26:31,clear sky
297,Arraial Do Cabo,-22.9661,-42.0278,74.71,94,100,11.63,BR,2022-01-30 01:26:31,overcast clouds
298,Bubaque,11.2833,-15.8333,78.62,66,55,14.34,GW,2022-01-30 01:26:31,broken clouds
299,Tiznit,29.5833,-9.5,57.63,30,0,25.61,MA,2022-01-30 01:26:32,clear sky
300,Derzhavinsk,51.1,66.3167,13.1,94,100,14.92,KZ,2022-01-30 01:26:32,overcast clouds
301,Dalby,-27.1833,151.2667,84.9,45,96,9.82,AU,2022-01-30 01:26:32,overcast clouds
302,Matale,7.4721,80.6234,69.76,97,37,1.36,LK,2022-01-30 01:26:32,scattered clouds
303,Nambucca Heads,-30.65,153.0,83.17,65,30,7.81,AU,2022-01-30 01:26:33,scattered clouds
304,Oriximina,-1.7656,-55.8661,73.08,97,96,3.2,BR,2022-01-30 01:23:35,overcast clouds
305,Miles City,46.4083,-105.8406,35.51,60,0,3.44,US,2022-01-30 01:26:33,clear sky
306,Yunyang,33.4474,112.7142,32.7,82,9,3.13,CN,2022-01-30 01:26:34,clear sky
307,Parabel,58.6978,81.4825,-0.58,98,100,5.48,RU,2022-01-30 01:17:52,overcast clouds
308,Takaka,-40.85,172.8,74.68,48,0,6.87,NZ,2022-01-30 01:26:34,clear sky
309,Talnakh,69.4865,88.3972,-2.79,96,100,9.04,RU,2022-01-30 01:26:34,overcast clouds
310,Hirara,24.8,125.2833,66.06,94,75,18.41,JP,2022-01-30 01:26:35,mist
311,Slave Lake,55.2834,-114.769,33.78,75,100,2.3,CA,2022-01-30 01:26:35,overcast clouds
312,Rock Springs,41.5875,-109.2029,31.44,31,0,14.97,US,2022-01-30 01:26:01,clear sky
313,Guiratinga,-16.3494,-53.7583,71.13,96,100,6.15,BR,2022-01-30 01:26:35,overcast clouds
314,Ayan,56.45,138.1667,1.83,74,100,20.78,RU,2022-01-30 01:17:33,overcast clouds
315,Salta,-24.7859,-65.4117,71.89,77,40,1.99,AR,2022-01-30 01:26:36,scattered clouds
316,Muros,42.7762,-9.0603,51.24,80,11,4.74,ES,2022-01-30 01:24:36,few clouds
317,Alofi,-19.0595,-169.9187,85.89,74,100,12.66,NU,2022-01-30 01:16:37,overcast clouds
318,Kumagaya,36.1333,139.3833,46.67,36,83,6.71,JP,2022-01-30 01:26:36,broken clouds
319,Providencia,28.7167,-111.5833,78.85,32,4,11.52,MX,2022-01-30 01:26:37,clear sky
320,Rincon,32.296,-81.2354,39.85,38,0,6.91,US,2022-01-30 01:26:31,clear sky
321,Broome,42.2506,-75.833,10.02,77,75,5.99,US,2022-01-30 01:17:39,broken clouds
322,Half Moon Bay,37.4636,-122.4286,62.87,63,0,8.05,US,2022-01-30 01:26:37,clear sky
323,Inuvik,68.3499,-133.7218,-17.54,76,75,3.44,CA,2022-01-30 01:26:37,broken clouds
324,Banda Aceh,5.5577,95.3222,80.15,75,71,5.53,ID,2022-01-30 01:26:38,broken clouds
325,Jalu,29.0331,21.5482,53.56,48,100,15.26,LY,2022-01-30 01:26:38,overcast clouds
326,Meulaboh,4.1363,96.1285,76.55,90,39,5.12,ID,2022-01-30 01:26:38,scattered clouds
327,Deloraine,-41.5333,146.6667,75.15,40,2,3.58,AU,2022-01-30 01:26:39,clear sky
328,Rio Verde De Mato Grosso,-18.9181,-54.8442,72.39,97,100,4.03,BR,2022-01-30 01:26:39,light rain
329,Avera,33.194,-82.5271,35.71,33,0,9.71,US,2022-01-30 01:16:11,clear sky
330,Grand Gaube,-20.0064,57.6608,79.2,79,100,1.99,MU,2022-01-30 01:25:13,overcast clouds
331,Kuusamo,65.9667,29.1833,17.64,93,100,5.75,FI,2022-01-30 01:26:40,overcast clouds
332,Prudnik,50.3212,17.5746,42.6,71,62,23.85,PL,2022-01-30 01:26:40,broken clouds
333,Oranjestad,12.524,-70.027,78.3,77,21,13.02,AW,2022-01-30 01:17:11,few clouds
334,Bucak,37.4592,30.595,35.64,88,100,2.59,TR,2022-01-30 01:26:40,overcast clouds
335,Koulikoro,14.0,-7.75,70.14,17,0,8.99,ML,2022-01-30 01:26:41,clear sky
336,Chabahar,25.2919,60.643,71.29,76,0,9.6,IR,2022-01-30 01:26:41,clear sky
337,Atambua,-9.1061,124.8925,76.19,88,100,5.88,ID,2022-01-30 01:26:41,moderate rain
338,Padang,-0.9492,100.3543,75.25,93,100,5.55,ID,2022-01-30 01:25:59,overcast clouds
339,Purwodadi,-7.0868,110.9158,83.91,81,100,3.62,ID,2022-01-30 01:26:42,overcast clouds
340,Baghdad,33.3406,44.4009,39.11,81,7,4.61,IQ,2022-01-30 01:26:11,clear sky
341,Bonavista,48.6499,-53.1147,38.12,95,100,43.11,CA,2022-01-30 01:26:42,snow
342,Mulki,13.1,74.8,74.48,78,3,0.0,IN,2022-01-30 01:26:42,clear sky
343,Mocuba,-16.8392,36.9856,70.39,98,15,2.86,MZ,2022-01-30 01:26:43,few clouds
344,Kuching,1.55,110.3333,79.02,94,20,3.44,MY,2022-01-30 01:26:43,few clouds
345,Severo-Kurilsk,50.6789,156.125,24.85,84,100,16.73,RU,2022-01-30 01:26:43,light snow
346,Tromso,69.6496,18.957,15.82,67,0,2.3,NO,2022-01-30 01:17:02,clear sky
347,Hualmay,-11.0964,-77.6139,70.27,83,35,9.46,PE,2022-01-30 01:17:56,scattered clouds
348,Kirakira,-10.4544,161.9205,84.85,74,81,10.13,SB,2022-01-30 01:26:44,light rain
349,Owando,-0.4819,15.8999,72.48,48,100,0.69,CG,2022-01-30 01:26:44,overcast clouds
350,Qujing,25.4833,103.7833,38.07,77,0,4.21,CN,2022-01-30 01:26:44,clear sky
351,Ahipara,-35.1667,173.1667,76.53,48,100,5.08,NZ,2022-01-30 01:23:08,overcast clouds
352,Camacha,33.0833,-16.3333,60.22,82,40,8.05,PT,2022-01-30 01:26:45,scattered clouds
353,Awjilah,29.1081,21.2869,53.6,50,100,15.9,LY,2022-01-30 01:26:45,overcast clouds
354,Aloleng,16.1307,119.7824,79.99,82,37,12.71,PH,2022-01-30 01:26:45,light rain
355,Bandarbeyla,9.4942,50.8122,75.33,73,100,19.39,SO,2022-01-30 01:18:55,light rain
356,Denpasar,-8.65,115.2167,82.06,83,75,3.44,ID,2022-01-30 01:24:29,broken clouds
357,Coihueco,-36.6167,-71.8333,59.74,82,0,9.22,CL,2022-01-30 01:26:46,clear sky
358,Rio Gallegos,-51.6226,-69.2181,48.25,93,75,9.22,AR,2022-01-30 01:26:46,light rain
359,Asfi,32.2994,-9.2372,60.39,71,0,2.55,MA,2022-01-30 01:26:47,clear sky
360,Venado Tuerto,-33.7456,-61.9688,69.76,42,0,8.32,AR,2022-01-30 01:26:47,clear sky
361,Ust-Uda,54.1742,103.0304,-24.47,100,100,0.43,RU,2022-01-30 01:26:47,overcast clouds
362,Shu,43.5983,73.7614,31.03,89,100,4.09,KZ,2022-01-30 01:18:48,overcast clouds
363,Kaeo,-35.1,173.7833,75.33,65,100,12.64,NZ,2022-01-30 01:26:48,overcast clouds
364,Pevek,69.7008,170.3133,-17.3,99,100,3.71,RU,2022-01-30 01:24:50,overcast clouds
365,Lerwick,60.1545,-1.1494,39.2,62,28,29.35,GB,2022-01-30 01:26:48,scattered clouds
366,Zdolbuniv,50.5206,26.2425,32.92,97,100,23.98,UA,2022-01-30 01:26:48,snow
367,Kabo,7.6994,18.629,69.49,23,98,4.7,CF,2022-01-30 01:26:49,overcast clouds
368,Ankara,39.9199,32.8543,16.99,82,0,5.75,TR,2022-01-30 01:26:02,clear sky
369,Jinotega,13.0917,-86.0018,65.59,61,20,6.78,NI,2022-01-30 01:25:02,few clouds
370,Aklavik,68.2191,-135.0107,-17.57,92,100,4.32,CA,2022-01-30 01:26:49,overcast clouds
371,Mazatlan,23.2167,-106.4167,71.56,88,0,1.99,MX,2022-01-30 01:25:13,clear sky
372,Arman,59.7,150.1667,13.14,79,100,13.27,RU,2022-01-30 01:26:50,overcast clouds
373,Malanje,-9.5402,16.341,63.77,98,100,4.07,AO,2022-01-30 01:26:50,light rain
374,Excelsior Springs,39.3392,-94.2261,45.61,48,8,6.51,US,2022-01-30 01:26:50,clear sky
375,Puro,12.4841,123.3827,82.08,73,9,4.07,PH,2022-01-30 01:26:51,clear sky
376,Okhtyrka,50.3104,34.8988,19.72,98,100,8.79,UA,2022-01-30 01:26:51,overcast clouds
377,Abonnema,4.7084,6.7931,75.85,57,78,3.58,NG,2022-01-30 01:26:51,broken clouds
378,Zlitan,32.4674,14.5687,55.08,55,9,23.15,LY,2022-01-30 01:26:52,clear sky
379,Bethanien,-26.502,17.1583,77.31,45,100,10.56,NA,2022-01-30 01:26:52,light rain
380,Never,46.9896,3.159,42.55,99,100,3.85,FR,2022-01-30 01:26:52,overcast clouds
381,Lagoa,39.05,-27.9833,58.14,73,8,15.23,PT,2022-01-30 01:26:52,clear sky
382,Ixtapa,20.7,-105.2,75.22,78,0,6.91,MX,2022-01-30 01:18:24,clear sky
383,San Clemente,33.427,-117.612,66.42,48,99,1.99,US,2022-01-30 01:24:31,overcast clouds
384,Blairmore,49.6,-114.4353,35.47,40,100,20.71,CA,2022-01-30 01:26:53,overcast clouds
385,Zalantun,48.0,122.7167,0.73,79,2,6.64,CN,2022-01-30 01:26:53,clear sky
386,Lodwar,3.1191,35.5973,80.87,44,17,5.99,KE,2022-01-30 01:26:54,few clouds
387,Durango,24.8333,-104.8333,56.23,38,1,2.21,MX,2022-01-30 01:23:00,clear sky
388,Bulawayo,-20.15,28.5833,63.18,90,100,14.05,ZW,2022-01-30 01:26:54,overcast clouds
389,Mehamn,71.0357,27.8492,17.04,82,78,3.29,NO,2022-01-30 01:17:17,broken clouds
390,Draguseni,45.9667,27.75,26.96,59,93,8.16,RO,2022-01-30 01:26:54,overcast clouds
391,Cozumel,20.5083,-86.9458,69.94,66,40,11.01,MX,2022-01-30 01:17:01,scattered clouds
392,Steamboat Springs,40.485,-106.8317,35.1,40,0,0.0,US,2022-01-30 01:22:27,clear sky
393,Eureka,40.8021,-124.1637,54.36,80,2,1.36,US,2022-01-30 01:24:18,clear sky
394,High Rock,26.6208,-78.2833,53.62,58,12,22.06,BS,2022-01-30 01:17:47,few clouds
395,Raha,26.2333,92.5167,52.74,74,3,2.95,IN,2022-01-30 01:26:55,clear sky
396,Beira,-19.8436,34.8389,77.09,88,20,4.61,MZ,2022-01-30 01:26:55,few clouds
397,Bairiki,1.3292,172.9752,81.82,78,30,16.04,KI,2022-01-30 01:26:56,light rain
398,Balykshi,47.0667,51.8667,23.0,93,75,6.71,KZ,2022-01-30 01:26:56,mist
399,Kavieng,-2.5744,150.7967,83.37,73,100,5.91,PG,2022-01-30 01:26:56,light rain
400,Kodinsk,58.6881,99.1844,-1.34,99,100,2.68,RU,2022-01-30 01:26:56,overcast clouds
401,Soe,-9.8607,124.284,75.11,72,100,11.07,ID,2022-01-30 01:26:57,overcast clouds
402,Cherskiy,68.75,161.3,-25.6,99,100,1.95,RU,2022-01-30 01:22:07,overcast clouds
403,Pangnirtung,66.1451,-65.7125,-19.44,99,100,3.0,CA,2022-01-30 01:26:57,overcast clouds
404,Berdigestyakh,62.0989,126.6992,-21.82,100,100,2.42,RU,2022-01-30 01:26:57,overcast clouds
405,San Vicente,-26.6167,-54.1333,62.58,90,33,3.67,AR,2022-01-30 01:26:58,scattered clouds
406,Haverfordwest,51.8017,-4.9691,42.55,77,92,6.46,GB,2022-01-30 01:26:58,overcast clouds
407,Antofagasta,-23.65,-70.4,65.48,85,43,4.65,CL,2022-01-30 01:26:58,scattered clouds
408,Los Cedrales,-25.65,-54.7,79.32,82,69,3.6,PY,2022-01-30 01:26:59,broken clouds
409,Gazojak,41.1875,61.4036,30.31,68,7,8.72,TM,2022-01-30 01:26:59,clear sky
410,Przhevalskoye,55.5093,31.8482,22.71,90,100,14.72,RU,2022-01-30 01:26:59,snow
411,Barrhead,55.7992,-4.3929,40.64,85,77,8.01,GB,2022-01-30 01:27:00,broken clouds
412,Raymond,43.9015,-70.4703,13.82,86,100,19.6,US,2022-01-30 01:27:00,snow
413,Gazanjyk,39.2446,55.5154,36.55,79,0,7.11,TM,2022-01-30 01:27:00,clear sky
414,Chengde,40.9725,117.9361,18.45,47,0,2.06,CN,2022-01-30 01:27:01,clear sky
415,Havelock,34.8791,-76.9013,31.95,61,0,5.01,US,2022-01-30 01:27:01,clear sky
416,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.15,81,98,4.18,BR,2022-01-30 01:27:01,overcast clouds
417,Chuncheng,22.1731,111.7886,52.27,71,5,8.97,CN,2022-01-30 01:27:01,clear sky
418,Dingle,10.9995,122.6711,81.54,77,3,2.91,PH,2022-01-30 01:27:02,clear sky
419,Homer,59.6425,-151.5483,24.69,85,75,13.8,US,2022-01-30 01:27:02,broken clouds
420,Mikhaylovka,50.06,43.2379,34.79,97,100,15.14,RU,2022-01-30 01:27:02,light snow
421,Dunedin,-45.8742,170.5036,58.03,92,100,4.65,NZ,2022-01-30 01:24:14,overcast clouds
422,Kosovo Polje,42.6394,21.0961,19.36,93,0,3.44,XK,2022-01-30 01:27:03,clear sky
423,Sovetskiy,61.3614,63.5842,3.15,97,100,3.76,RU,2022-01-30 01:27:03,overcast clouds
424,Lindas,60.7381,5.16,38.77,76,74,40.0,NO,2022-01-30 01:27:03,light rain
425,Ruteng,-8.6136,120.4721,69.12,79,100,3.15,ID,2022-01-30 01:25:11,overcast clouds
426,Grindavik,63.8424,-22.4338,36.07,87,75,8.05,IS,2022-01-30 01:19:06,broken clouds
427,Mangan,27.5167,88.5333,47.21,46,5,4.81,IN,2022-01-30 01:27:04,clear sky
428,Acarau,-2.8856,-40.12,78.69,76,100,10.22,BR,2022-01-30 01:17:45,overcast clouds
429,Rush,53.5223,-6.0931,38.88,90,40,5.75,IE,2022-01-30 01:27:04,scattered clouds
430,Upata,8.0086,-62.3989,72.0,77,100,6.44,VE,2022-01-30 01:27:05,overcast clouds
431,Arona,28.0996,-16.681,59.79,63,20,1.99,ES,2022-01-30 01:27:05,haze
432,Marsa Matruh,31.3525,27.2453,52.83,57,99,20.15,EG,2022-01-30 01:27:05,overcast clouds
433,Alice Town,25.7167,-79.3,60.44,49,9,21.07,BS,2022-01-30 01:27:06,clear sky
434,Andros Town,24.7,-77.7667,58.96,59,64,17.36,BS,2022-01-30 01:27:06,broken clouds
435,Byron Bay,-28.65,153.6167,85.05,82,94,10.07,AU,2022-01-30 01:27:06,overcast clouds
436,Fez,34.0372,-4.9998,51.91,65,0,4.61,MA,2022-01-30 01:27:07,clear sky
437,Caramay,10.1815,119.236,81.45,71,6,0.38,PH,2022-01-30 01:27:07,clear sky
438,San Juan,-31.5375,-68.5364,84.69,39,0,9.82,AR,2022-01-30 01:27:07,clear sky
439,Coracao De Jesus,-16.6853,-44.365,74.12,91,100,5.01,BR,2022-01-30 01:27:08,overcast clouds
440,Tiquisio,8.5597,-74.2669,75.31,86,74,3.29,CO,2022-01-30 01:27:08,broken clouds
441,Bakchar,57.0186,82.0711,-8.99,100,65,3.58,RU,2022-01-30 01:27:08,broken clouds
442,Tripoli,32.8752,13.1875,55.87,56,90,20.0,LY,2022-01-30 01:27:08,overcast clouds
443,Pervomaysk,48.0443,30.8507,26.01,88,100,10.56,UA,2022-01-30 01:27:09,overcast clouds
444,Winfield,37.2398,-96.9956,53.22,26,0,3.44,US,2022-01-30 01:27:09,clear sky
445,Goure,13.9835,10.2704,57.29,17,0,10.51,NE,2022-01-30 01:27:09,clear sky
446,Olinda,-8.0089,-34.8553,78.53,83,0,3.44,BR,2022-01-30 01:27:10,clear sky
447,Menomonie,44.8755,-91.9193,21.24,68,93,0.0,US,2022-01-30 01:25:58,overcast clouds
448,Ust-Kuyga,70.0167,135.6,-33.61,100,98,7.09,RU,2022-01-30 01:27:10,overcast clouds
449,Saint-Georges,12.0564,-61.7485,76.3,73,70,10.31,GD,2022-01-30 01:22:27,broken clouds
450,Bathsheba,13.2167,-59.5167,76.57,76,8,16.37,BB,2022-01-30 01:27:11,clear sky
451,Espinosa,-14.9261,-42.8192,68.58,92,100,1.32,BR,2022-01-30 01:27:11,moderate rain
452,Tautira,-17.7333,-149.15,80.62,74,26,10.29,PF,2022-01-30 01:27:11,light rain
453,Beidao,34.5686,105.8933,17.49,91,98,2.98,CN,2022-01-30 01:27:12,overcast clouds
454,Beloha,-25.1667,45.05,71.74,88,13,10.07,MG,2022-01-30 01:19:05,few clouds
455,Tual,-5.6667,132.75,83.73,73,100,15.88,ID,2022-01-30 01:27:12,overcast clouds
456,Nurota,40.5614,65.6886,24.89,73,1,5.59,UZ,2022-01-30 01:27:12,clear sky
457,Scheia,47.65,26.2333,36.79,64,0,4.0,RO,2022-01-30 01:27:13,clear sky
458,Port Blair,11.6667,92.75,77.04,78,75,6.91,IN,2022-01-30 01:27:13,mist
459,Pemberton,50.3164,-122.8027,37.09,96,100,4.81,CA,2022-01-30 01:27:14,overcast clouds
460,Kurilsk,45.2333,147.8833,23.07,56,100,17.45,RU,2022-01-30 01:27:14,overcast clouds
461,Nago,26.5881,127.9761,64.83,83,100,10.87,JP,2022-01-30 01:27:14,overcast clouds
462,Marabba,12.35,32.1833,65.52,16,0,14.74,SD,2022-01-30 01:27:15,clear sky
463,Surt,31.2089,16.5887,56.44,60,100,19.84,LY,2022-01-30 01:27:15,overcast clouds
464,Porto Novo,6.4965,2.6036,76.82,66,37,2.89,BJ,2022-01-30 01:18:08,scattered clouds
465,Palauig,15.435,119.9045,80.98,77,64,7.81,PH,2022-01-30 01:27:15,broken clouds
466,Touba,8.2833,-7.6833,73.36,23,100,0.94,CI,2022-01-30 01:27:16,overcast clouds
467,Luancheng,37.8792,114.6517,23.16,75,15,2.75,CN,2022-01-30 01:27:16,few clouds
